title,issue_number,link,labels,Branded variable name,CF standard name,CMIP6 Differences,Cell measures,Cell methods,Comment,Dimensions,Frequency,Long name,Modeling realm,Positive,Processing notes,Region,Units,Variable status,Expression HadGEM-GC3.1,Expression HadGEM-GC5,Expression HadGEM3-GC31,Expression HadGEM3-GC5,Expression UKESM 1-3,Expression UKESM1,Expression UKESM1-3,Expression UKESM2,Model units
Variable aerosol.zg.tavg-10hPa-hxy-air.day.GLB (AERday.zg10),226,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/226,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,zg_tavg-10hPa-hxy-air,geopotential_height,"""comment"" was ""Geopotential height on the 10hPa surface""; ; ""cell_methods"" was ""area: time: mean"";",area: areacella,area: time: mean where air,Geopotential height on the 10 hPa surface,longitude latitude time p10,day,Geopotential Height at 10hPa,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where air,",GLB,m,CMIP6 CMOR variable,,,"m01s30i297[blev=P10, lbproc=128] / m01s30i304[blev=P10, lbproc=128]","m01s30i297[blev=P10, lbproc=128] / m01s30i304[blev=P10, lbproc=128]",,"m01s30i297[blev=P10, lbproc=128] / m01s30i304[blev=P10, lbproc=128]","m01s30i297[blev=P10, lbproc=128] / m01s30i304[blev=P10, lbproc=128]",,m
Variable aerosol.ua.tavg-10hPa-hxy-air.day.GLB (AERday.ua10),222,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/222,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,ua_tavg-10hPa-hxy-air,eastward_wind,"""cell_methods"" was ""area: time: mean"";",area: areacella,area: time: mean where air,Zonal wind on the 10 hPa surface,longitude latitude time p10,day,Eastward Wind at 10hPa,aerosol,,"CHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: time: mean CMIP7:area: time: mean where air,",GLB,m s-1,CMIP6 CMOR variable,,,"m01s30i201[blev=P10, lbproc=128] / m01s30i301[blev=P10, lbproc=128]","m01s30i201[blev=P10, lbproc=128] / m01s30i301[blev=P10, lbproc=128]",,"m01s30i201[blev=P10, lbproc=128] / m01s30i301[blev=P10, lbproc=128]","m01s30i201[blev=P10, lbproc=128] / m01s30i301[blev=P10, lbproc=128]",,m s-1
Variable aerosol.toz.tavg-u-hxy-u.day.GLB (AERday.toz),221,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/221,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,toz_tavg-u-hxy-u,equivalent_thickness_at_stp_of_atmosphere_ozone_content,"""comment"" was ""Total ozone column calculated at 0 degrees C and 1 bar, such that 1m = 1e5 DU."";",area: areacella,area: time: mean,Total ozone column,longitude latitude time,day,Total Column Ozone,aerosol,,,GLB,m,CMIP6 CMOR variable,,,"m01s50i219[lblev=1, lbproc=128]","m01s50i219[lblev=1, lbproc=128]",,"m01s50i219[lblev=1, lbproc=128]","m01s50i219[lblev=1, lbproc=128]",,1e-5 m
Variable aerosol.so2.tavg-h2m-hxy-u.day.GLB (AERday.so2),220,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/220,day aerosol approved,so2_tavg-h2m-hxy-u,mole_fraction_of_sulfur_dioxide_in_air,Not present,area: areacella,area: time: mean,Daily mean SO2 volume mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Surface daily mean SO2,aerosol,,,GLB,mol mol-1,New,,,"remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)","remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)",,"remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)","remove_altitude_coords(m01s34i072[lblev=1, lbproc=128]) * (MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_SO2)",,mol mol-1
Variable aerosol.sfpm25.tavg-h2m-hxy-u.day.GLB (AERday.sfpm25),219,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/219,day aerosol approved,sfpm25_tavg-h2m-hxy-u,mass_fraction_of_pm2p5_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM2.5 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface PM2.5,aerosol,,,GLB,kg kg-1,New,,,"(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)",,"(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)","(remove_altitude_coords(m01s38i561[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128]*PM2PT5_DUST_BIN4_FRACTION)",,kg kg-1
Variable aerosol.sfpm10.tavg-h2m-hxy-u.day.GLB (AERday.sfpm10),218,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/218,day aerosol approved,sfpm10_tavg-h2m-hxy-u,mass_fraction_of_pm10_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM10 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface PM10,aerosol,,,GLB,kg kg-1,New,,,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,"(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)","(remove_altitude_coords(m01s38i560[lblev=1, lbproc=128]) / remove_altitude_coords(m01s15i271[lblev=1, lbproc=128]))*KG_PER_MICROGRAM + remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128]*PM10_DUST_BIN5_FRACTION)",,kg kg-1
Variable aerosol.sfpm1.tavg-h2m-hxy-u.day.GLB (AERday.sfpm1),217,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/217,day aerosol do-not-produce,sfpm1_tavg-h2m-hxy-u,mass_fraction_of_pm1_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean PM1.0 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Surface daily mean PM1.0,aerosol,,,GLB,kg kg-1,New,,,,,,,,,
Variable aerosol.o3.tmax-h2m-hxy-u.day.GLB (AERday.sfo3max),216,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/216,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,o3_tmax-h2m-hxy-u,mole_fraction_of_ozone_in_air,"""comment"" was ""Mole fraction is used in the construction mole_fraction_of_X_in_Y, where X is a material constituent of Y."";",area: areacella,area: mean time: maximum,"maximum near-surface ozone (add cell_methods attribute ""time: maximum"")",longitude latitude time lowerModelLayer,day,Daily Maximum O3 Volume Mixing Ratio in Lowest Model Layer,aerosol,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude time CMIP7:longitude latitude time lowerModelLayer,",GLB,mol mol-1,CMIP6 CMOR variable,,,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=8192]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=8192]",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=8192]","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_O3) * m01s34i001[lblev=1, lbproc=8192]",,mol mol-1
Variable aerosol.od550aer.tavg-u-hxy-u.day.GLB (AERday.od550aer),215,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/215,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,od550aer_tavg-u-hxy-u,atmosphere_optical_thickness_due_to_ambient_aerosol_particles,"""comment"" was ""AOD from the ambient aerosols (i.e., includes aerosol water). Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute 'wavelength: 550nm'"";",area: areacella,area: time: mean,"AOD from the ambient aerosls (i.e., includes aerosol water). Does not include AOD from stratospheric aerosols if these are prescribed but includes other possible background aerosol types. Needs a comment attribute ""wavelength: 550 nm""",longitude latitude time lambda550nm,day,Ambient Aerosol Optical Thickness at 550nm,aerosol,,,GLB,1,CMIP6 CMOR variable,,,"m01s02i285[lbplev=3, lbproc=128] + m01s02i300[lbplev=3, lbproc=128] + m01s02i301[lbplev=3, lbproc=128] + m01s02i302[lbplev=3, lbproc=128] + m01s02i303[lbplev=3, lbproc=128]","m01s02i285[lbplev=3, lbproc=128] + m01s02i300[lbplev=3, lbproc=128] + m01s02i301[lbplev=3, lbproc=128] + m01s02i302[lbplev=3, lbproc=128] + m01s02i303[lbplev=3, lbproc=128]",,"m01s02i285[lbplev=3, lbproc=128] + m01s02i300[lbplev=3, lbproc=128] + m01s02i301[lbplev=3, lbproc=128] + m01s02i302[lbplev=3, lbproc=128] + m01s02i303[lbplev=3, lbproc=128]","m01s02i285[lbplev=3, lbproc=128] + m01s02i300[lbplev=3, lbproc=128] + m01s02i301[lbplev=3, lbproc=128] + m01s02i302[lbplev=3, lbproc=128] + m01s02i303[lbplev=3, lbproc=128]",,1
Variable aerosol.mmrss.tavg-h2m-hxy-u.day.GLB (AERday.mmrss),214,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/214,day aerosol approved,mmrss_tavg-h2m-hxy-u,mass_fraction_of_sea_salt_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean Sea Salt mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface Sea Salt,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i111[lblev=1, lbproc=128] + m01s34i117[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrsoa.tavg-h2m-hxy-u.day.GLB (AERday.mmrsoa),213,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/213,day aerosol do-not-produce,mmrsoa_tavg-h2m-hxy-u,mass_fraction_of_secondary_particulate_organic_matter_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean secondary organic aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface SOA,aerosol,,,GLB,kg kg-1,New,,,,,,,,,
Variable aerosol.mmrso4.tavg-h2m-hxy-u.day.GLB (AERday.mmrso4),212,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/212,day aerosol approved,mmrso4_tavg-h2m-hxy-u,mass_fraction_of_sulfate_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean sulfate aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface sulfate aerosol,aerosol,,,GLB,kg kg-1,New,,,"(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])",,"(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_SO4 / MOLECULAR_MASS_OF_H2SO4) * remove_altitude_coords(m01s34i102[lblev=1, lbproc=128] + m01s34i104[lblev=1, lbproc=128] + m01s34i108[lblev=1, lbproc=128] + m01s34i114[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmroa.tavg-h2m-hxy-u.day.GLB (AERday.mmroa),211,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/211,day aerosol approved,mmroa_tavg-h2m-hxy-u,mass_fraction_of_particulate_organic_matter_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean total organic aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Total surface organic aerosol,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i106[lblev=1, lbproc=128] + m01s34i110[lblev=1, lbproc=128] + m01s34i116[lblev=1, lbproc=128] + m01s34i121[lblev=1, lbproc=128] + m01s34i126[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrno3.tavg-h2m-hxy-u.day.GLB (AERday.mmrno3),210,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/210,day aerosol do-not-produce,mmrno3_tavg-h2m-hxy-u,mass_fraction_of_nitrate_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean NO3 aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface NO3 aerosol,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i136[lblev=1, lbproc=128] + m01s34i137[lblev=1, lbproc=128] + m01s34i138[lblev=1, lbproc=128] + m01s34i139[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrnh4.tavg-h2m-hxy-u.day.GLB (AERday.mmrnh4),209,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/209,day aerosol do-not-produce,mmrnh4_tavg-h2m-hxy-u,mass_fraction_of_ammonium_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean NH4 mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface NH4,aerosol,,,GLB,kg kg-1,New,,,,,,,,,
Variable aerosol.mmrdust.tavg-h2m-hxy-u.day.GLB (AERday.mmrdust),208,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/208,day aerosol approved,mmrdust_tavg-h2m-hxy-u,mass_fraction_of_dust_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean dust aerosol mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface dust aerosol,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])","remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])","remove_altitude_coords(m01s00i431[lblev=1, lbproc=128] + m01s00i432[lblev=1, lbproc=128] + m01s00i433[lblev=1, lbproc=128] + m01s00i434[lblev=1, lbproc=128] + m01s00i435[lblev=1, lbproc=128] + m01s00i436[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmrbc.tavg-h2m-hxy-u.day.GLB (AERday.mmrbc),207,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/207,day aerosol approved,mmrbc_tavg-h2m-hxy-u,mass_fraction_of_elemental_carbon_dry_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean elemental carbon mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface BC,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])","remove_altitude_coords(m01s34i105[lblev=1, lbproc=128] + m01s34i109[lblev=1, lbproc=128] + m01s34i115[lblev=1, lbproc=128] + m01s34i120[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.mmraerh2o.tavg-h2m-hxy-u.day.GLB (AERday.mmraerh2o),206,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/206,day aerosol approved,mmraerh2o_tavg-h2m-hxy-u,mass_fraction_of_water_in_ambient_aerosol_particles_in_air,Not present,area: areacella,area: time: mean,Daily mean Aerosol water mass mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface Aerosol water mass mixing ratio in lowest model layer,aerosol,,,GLB,kg kg-1,New,,,"remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])","remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])",,"remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])","remove_altitude_coords(m01s38i545[lblev=1, lbproc=128])",,kg kg-1
Variable aerosol.cod.tavg-u-hxy-u.day.GLB (AERday.cod),200,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/200,day aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,cod_tavg-u-hxy-u,atmosphere_optical_thickness_due_to_cloud,"""comment"" was ""The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. 'Cloud' means the component of extinction owing to the presence of liquid or ice water particles. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase."";",area: areacella,area: time: mean,"The optical thickness is the integral along the path of radiation of a volume scattering/absorption/attenuation coefficient. The radiative flux is reduced by a factor exp(-optical_thickness) on traversing the path. A coordinate variable of radiation_wavelength or radiation_frequency can be specified to indicate that the optical thickness applies at specific wavelengths or frequencies. The atmosphere optical thickness applies to radiation passing through the entire atmosphere. ""Cloud"" means the component of extinction owing to the presence of liquid or ice water particles. The specification of a physical process by the phrase due_to_process means that the quantity named is a single term in a sum of terms which together compose the general quantity named by omitting the phrase.",longitude latitude time,day,Cloud Optical Depth,aerosol,,,GLB,1,CMIP6 CMOR variable,,,m01s02i332[lbproc=128] / m01s02i334[lbproc=128],m01s02i332[lbproc=128] / m01s02i334[lbproc=128],,m01s02i332[lbproc=128] / m01s02i334[lbproc=128],m01s02i332[lbproc=128] / m01s02i334[lbproc=128],,1
Variable aerosol.co.tavg-h2m-hxy-u.day.GLB (AERday.co),199,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/199,day aerosol approved,co_tavg-h2m-hxy-u,mole_fraction_of_carbon_monoxide_in_air,Not present,area: areacella,area: time: mean,This is the daily mean for CO volume mixing ratio in lowest model layer,longitude latitude time lowerModelLayer,day,Daily mean surface CO,aerosol,,,GLB,mol mol-1,New,,,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])",,"(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])","(MOLECULAR_MASS_OF_AIR / MOLECULAR_MASS_OF_CO) * remove_altitude_coords(m01s34i010[lblev=1, lbproc=128])",,mol mol-1
Variable aerosol.ec550aer.tpt-u-hxy-u.6hr.GLB (6hrLev.ec550aer),146,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/146,6hr aerosol CMIP6 UKESM1 HadGEM3-GC31 approved,ec550aer_tpt-u-hxy-u,volume_extinction_coefficient_in_air_due_to_ambient_aerosol_particles,"""comment"" was ""Aerosol Extinction at 550nm""; ; ""frequency"" was ""6hrPt""; ; ""dimensions"" was ""longitude latitude alevel time1 lambda550nm"";",area: areacella,area: mean (weighted by downwelling solar radiation) time: point,Aerosol Extinction @550nm,longitude latitude time1 lambda550nm,6hr,Aerosol Extinction Coefficient,aerosol,,"CHANGE SINCE CMIP6 in Dimensions - CMIP6:longitude latitude alevel time1 lambda550nm CMIP7:longitude latitude time1 lambda550nm, nCHANGE SINCE CMIP6 in Cell Methods - CMIP6:area: mean time: point CMIP7:area: mean (weighted by downwelling solar radiation) time: point,",GLB,m-1,CMIP6 CMOR variable,,,"m01s02i530[lbplev=3, lbproc=0] + m01s02i540[lbplev=3, lbproc=0]","m01s02i530[lbplev=3, lbproc=0] + m01s02i540[lbplev=3, lbproc=0]",,"m01s02i530[lbplev=3, lbproc=0] + m01s02i540[lbplev=3, lbproc=0]","m01s02i530[lbplev=3, lbproc=0] + m01s02i540[lbplev=3, lbproc=0]",,m-1
Variable aerosol.bs550aer.tpt-al-hxy-u.6hr.GLB (6hrLev.bs550aer),145,https://github.com/UKNCSP/CDDS-CMIP7-mappings/issues/145,6hr aerosol CMIP6 do-not-produce,bs550aer_tpt-al-hxy-u,volume_scattering_function_of_radiative_flux_in_air_due_to_ambient_aerosol_particles,"""comment"" was ""Aerosol Backscatter at 550nm and 180 degrees, computed from extinction and lidar ratio""; ; ""frequency"" was ""6hrPt""; ; ""dimensions"" was ""longitude latitude time1 lambda550nm scatter180"";",area: areacella,area: mean time: point,"Aerosol Backscatter at wavelength 550nm and scattering angle 180 degrees, computed from extinction and lidar ratio",longitude latitude alevel time1 lambda550nm,6hr,Aerosol Backscatter Coefficient,aerosol,,,GLB,m-1 sr-1,CMIP6 CMOR variable,,,,,,,,,
